symbol,start_date,end_date,initial_cash,final_equity,total_return_pct,annual_return_pct,max_drawdown_pct,sharpe_ratio,trade_count,win_rate_pct
300454,2021-06-29,2026-07-08,100000.0,58259.69,-41.7403,-10.189,-46.0485,-0.8413,23,8.6957
